Order ID,Region,Country,Order Priority,Total Revenue,Total Cost
724799668,Europe,Switzerland,C,1391607.6,838179.39
534633624,Australia and Oceania,Papua New Guinea,H,3858290,2323887.25
554045522,Sub-Saharan Africa,Namibia,H,153595.65,102904.23
526834189,Europe,Ireland,C,87314.72,28636.16
717110955,Sub-Saharan Africa,Mozambique,C,5294034.94,3981121.88
559299647,Sub-Saharan Africa,Democratic Republic of the Congo,L,2054748.72,1283171.58
908136594,North America,United States of America,M,2807256.06,2426647.26
888670623,Middle East and North Africa,Azerbaijan,M,4063550.4,3275750.4
146263062,Europe,Belgium,C,875877.45,706071.2
196587741,Asia,Taiwan,L,2302678.56,1856258.56
375630986,Central America and the Caribbean,Panama,M,1636600.08,1022041.62
989691627,Europe,Andorra,H,28470,19074
165380990,Europe,Georgia,H,5857386.55,4404763.1
599622905,Central America and the Caribbean,Barbados,C,91090.26,58171.68
109653699,Europe,Sweden,C,639210.33,443216.07
183022201,Middle East and North Africa,Algeria,M,3877590.99,3351865.79
127589738,Europe,Italy,L,449024.62,311344.98
221530139,Europe,Russia,L,42414.18,31458.32
363329732,Central America and the Caribbean,Antigua and Barbuda ,M,4035548.37,3253177.12
521787345,Middle East and North Africa,Jordan,C,68342.25,50689
286014306,Sub-Saharan Africa,Mali,L,2887415.16,2495938.36
215434443,Middle East and North Africa,Somalia,C,142755.8,81274.34
489784085,Middle East and North Africa,Kuwait,L,1045173,667464
459112060,Sub-Saharan Africa,Liberia,C,205782.36,165887.36
893779695,Asia,China,C,5293034.88,4266874.88
834460818,Europe,Andorra,M,1837330.95,1588224.95
742141759,Sub-Saharan Africa,Niger,C,241662.85,161906.47
248121345,Europe,Hungary,M,535358.5,315981.75
404010903,Europe,Monaco,M,509135.52,166978.56
531734263,Australia and Oceania,Tuvalu,L,561346.8,422133.6
473527753,Sub-Saharan Africa,South Sudan,C,1592947.2,994780.8
141940200,Europe,Cyprus,M,434849.8,247570.54
869832932,Europe,Poland,M,1168804.23,878942.46
460379779,Sub-Saharan Africa,Liberia,H,833391.96,532217.28
837067067,Sub-Saharan Africa,Cote d'Ivoire,C,863044.12,509389.86
393693625,Asia,Kyrgyzstan,C,73405.15,49179.13
744370782,Europe,Slovakia,L,725776.66,428371.23
873522365,Asia,Malaysia,M,1545064.8,930608.22
285884702,Sub-Saharan Africa,Liberia,L,402897.95,269928.89
356506621,Australia and Oceania,Vanuatu,H,3097999.2,1865956.38
280749452,Australia and Oceania,Kiribati,L,2260759.68,1411823.52
224287021,Middle East and North Africa,Turkey,M,93943.04,58666.56
873105657,Europe,San Marino,M,2061.93,1529.32
283504188,Europe,Vatican City,C,617033.52,394047.36
632093942,Middle East and North Africa,Morocco,C,450727.55,301973.21
565798747,Sub-Saharan Africa,Equatorial Guinea,L,538753.53,465709.13
151854932,Middle East and North Africa,Jordan,M,940382.24,555036.72
427811324,Asia,Kyrgyzstan,H,1191345.98,703161.69
251529252,Sub-Saharan Africa,Republic of the Congo,L,18193.5,13494
351182544,Australia and Oceania,East Timor,C,240160.92,153370.56
175257527,Europe,Estonia,H,612584.28,529529.88
142553031,Asia,Bangladesh,H,528689.7,337629.6
292180383,Sub-Saharan Africa,Senegal,H,14209.59,10539.16
733563411,Middle East and North Africa,Pakistan,L,61288.77,45457.48
296438443,Europe,Czech Republic,H,74876.1,50164.62
580854308,Sub-Saharan Africa,Ghana,C,2764223.28,2389448.88
107172334,Asia,Japan,H,1543316,929554.9
166066348,Asia,Kazakhstan,H,402831.84,251564.76
768522679,Central America and the Caribbean,The Bahamas,H,273728.52,174807.36
195840156,Sub-Saharan Africa,Ethiopia,M,1543035.43,1160364.86
849630105,Sub-Saharan Africa,Burkina Faso,L,1435764.8,864775.72
701816356,Sub-Saharan Africa,Madagascar,M,17820.3,13217.2
944635236,Europe,Netherlands,M,4827419.73,3891528.48
140635573,Europe,Greece,L,931446.76,549762.78
972678697,Middle East and North Africa,Egypt,C,2571841.44,2223150.24
793938434,Sub-Saharan Africa,South Sudan,M,26870.4,19929.6
177901113,Europe,Kosovo,L,956534.16,597346.74
668365561,Asia,Brunei,L,146003.65,97817.83
729443109,Australia and Oceania,Australia,C,1121710.86,662061.33
695557582,Sub-Saharan Africa,Cape Verde,H,91434,67816
521445310,Sub-Saharan Africa,Malawi,H,4083129.7,3070519.4
232155120,Asia,Philippines,L,712195.22,493822.38
373048341,Europe,Estonia,L,101970.05,68316.71
659798800,Central America and the Caribbean,Trinidad and Tobago,L,5197958.22,4190230.72
428392827,Asia,Mongolia,C,6557065.24,4930922.48
885129249,Asia,Japan,M,675825.37,468604.23
156619393,Sub-Saharan Africa,Niger,C,2537246.46,2193245.66
939787089,Middle East and North Africa,Egypt,M,699211.92,436651.38
151868665,Central America and the Caribbean,Saint Lucia,C,25882.08,15276.24
180412948,Middle East and North Africa,Qatar,C,1451213.5,826211.05
333281266,Sub-Saharan Africa,Mali,H,39074.04,28980.96
888647449,Central America and the Caribbean,Saint Lucia,L,4102247.6,2470825.39
844997823,Sub-Saharan Africa,Swaziland,M,271888.64,89169.92
171131217,Asia,Mongolia,M,3592.05,2664.2
256158959,Sub-Saharan Africa,Botswana,C,1291349.43,1040995.68
759504878,Europe,San Marino,H,1410407.2,849502.58
960905301,Middle East and North Africa,Oman,C,19471.71,14442.04
210409057,Asia,Bangladesh,C,2324819.7,1874107.2
178377473,Sub-Saharan Africa,Namibia,C,2060523.6,1241074.29
805484378,Asia,Mongolia,M,89400.06,66307.44
752716100,Asia,North Korea,C,202896.2,135934.04
551371467,Europe,Latvia,M,210364,68992
353061807,Sub-Saharan Africa,Burundi,M,1173187.62,749216.16
379710948,Sub-Saharan Africa,Seychelles ,C,307468.26,213192.54
473555219,Sub-Saharan Africa,Kenya,H,898497.6,511536.48
547143447,Sub-Saharan Africa,Benin,C,494919.6,398969.6
133336961,Central America and the Caribbean,Saint Lucia,C,508769.25,352770.75
635309588,Middle East and North Africa,Qatar,H,455641.2,393865.2
376547658,Sub-Saharan Africa,Mozambique,C,364178.75,243988.25
450849997,Middle East and North Africa,Pakistan,M,588800.64,193105.92
672327935,Asia,Taiwan,M,460221.63,319108.77
925405299,Central America and the Caribbean,Cuba,L,1408427.9,801852.17
714818418,Central America and the Caribbean,Cuba,H,6354579.43,4778652.86
515616118,Europe,Russia,C,53238.9,35668.38
423159730,Europe,Switzerland,C,251365.4,143108.42
603123080,Europe,Czech Republic,H,521192.21,361384.59
841492497,Europe,Poland,C,2187499.65,1890917.65
994566810,Sub-Saharan Africa,Mauritius ,L,673667.5,383535.25
538957345,Middle East and North Africa,Pakistan,M,1280238.6,755628.3
821587932,Sub-Saharan Africa,South Africa,L,46472.73,34468.52
109694898,Sub-Saharan Africa,Seychelles ,C,8687.51,6533.02
340827071,Sub-Saharan Africa,Benin,M,3020310.51,2610815.71
372845780,Sub-Saharan Africa,Benin,L,931111.23,804870.83
933924853,Central America and the Caribbean,Nicaragua,M,74388.09,55173.16
572550618,Middle East and North Africa,Lebanon,L,6060160.26,4885277.76
607521903,Europe,Moldova ,M,3411402.54,2948883.34
177950036,Middle East and North Africa,Tunisia ,H,1254970.5,801444
293258845,Australia and Oceania,Vanuatu,M,31506.8,21108.56
683184659,Sub-Saharan Africa,South Sudan,C,397488.65,266304.83
247776305,Europe,Sweden,L,281809,160440.7
207395112,Europe,Ireland,C,707509.53,611585.13
952714908,Europe,Italy,L,1289020.02,760811.31
694722020,Europe,Bosnia and Herzegovina,C,391158.34,230871.27
414715278,Europe,Bosnia and Herzegovina,H,1551054.67,1166395.34
714306008,Europe,Poland,M,1201720.08,767437.44
465418040,Middle East and North Africa,Kuwait,H,975901.68,623226.24
860287702,Sub-Saharan Africa,Sudan,M,1461087.1,831832.33
461463820,Middle East and North Africa,Saudi Arabia,C,963491.24,568676.22
151807725,Sub-Saharan Africa,Swaziland,M,544767.52,340202.28
884493243,Sub-Saharan Africa,Rwanda,C,25735.29,22246.09
533006703,Asia,Cambodia,M,3227847.6,1944165.39
641146934,Sub-Saharan Africa,Central African Republic,C,1306428.8,771086.4
573025262,Asia,Maldives,M,4268820.8,2571154.12
663065516,Sub-Saharan Africa,Djibouti,C,3124830.52,2349877.04
866004025,Asia,Tajikistan,M,412387.95,276286.89
306889617,Asia,Sri Lanka,H,1100767.36,687419.04
431083619,Europe,Montenegro,M,496673.21,344383.59
954259860,Middle East and North Africa,United Arab Emirates,H,453846.69,314688.51
312404668,Central America and the Caribbean,Dominican Republic,C,518004.74,359174.46
611816871,Sub-Saharan Africa,Seychelles ,C,5901916.23,4757712.48
879107797,Europe,Iceland,C,4159929.48,3353444.48
211201274,Sub-Saharan Africa,Nigeria,C,1233250.3,727894.65
925333631,Sub-Saharan Africa,Rwanda,H,52611.87,39021.88
909053695,Europe,Hungary,C,1227353.52,783807.36
370222795,Europe,Belarus,L,1533466.96,957635.94
487014758,Sub-Saharan Africa,South Sudan,H,3210796.8,1933895.52
257915914,Europe,Andorra,M,293484.3,173221.65
551725089,Asia,Japan,M,2771395.41,2395648.61
957553613,Central America and the Caribbean,El Salvador,L,104628.72,90443.12
234825313,Sub-Saharan Africa,Kenya,L,5784698.43,4663219.68
363276517,Europe,Bosnia and Herzegovina,M,68508.42,43750.56
692956054,Europe,Andorra,M,813213.5,563866.5
194225251,Sub-Saharan Africa,Cape Verde,H,1933735.6,1164708.59
607757937,Australia and Oceania,Nauru,L,74024.22,54903.28
594540441,Europe,Czech Republic,H,1354123.1,770935.13
685871589,Europe,Serbia,L,539210,318255
133362710,Australia and Oceania,Tuvalu,C,790710.8,450170.84
958937633,Sub-Saharan Africa,Madagascar,H,1072036.8,351590.4
304832684,Sub-Saharan Africa,Ethiopia,C,865817.2,511026.6
783596694,Asia,Malaysia,L,645858.4,403332.6
128090989,Sub-Saharan Africa,Tanzania,C,2556132.75,1922215.5
641489398,Sub-Saharan Africa,Cote d'Ivoire,M,1513331.38,893205.39
647278249,Australia and Oceania,Solomon Islands,M,313961.44,102968.32
339256370,Europe,Netherlands,H,257245.12,84367.36
431535089,Sub-Saharan Africa,Mali,M,2470344.56,1542707.34
808538234,Middle East and North Africa,Afghanistan,C,675930.2,384823.46
975002133,Europe,Moldova ,C,298559.69,207015.51
505975615,Asia,Bhutan,H,1263820.14,807095.52
396820008,Asia,Vietnam,M,1034358.84,610504.02
813209140,Europe,Portugal,H,849024.66,501115.23
641129338,Europe,Spain,M,835531.44,521781.66
636879432,Middle East and North Africa,Egypt,C,2376084.48,2053934.08
277070748,Europe,Belgium,C,37534.68,23970.24
908627116,Asia,Malaysia,H,791332,476627.3
798784863,Central America and the Caribbean,Dominican Republic,C,3080948.4,1855686.51
985092818,Europe,Estonia,H,460786.95,308712.69
325412309,Sub-Saharan Africa,Burundi,C,852617.04,544494.72
447917163,Europe,Latvia,M,355732.65,238329.63
801093709,Asia,Tajikistan,M,120238.65,103936.65
903740775,Sub-Saharan Africa,Zimbabwe,H,54421.89,40364.36
794969689,Sub-Saharan Africa,Comoros,L,3397058.28,2936483.88
584204280,Sub-Saharan Africa,Namibia,L,861563.52,282562.56
901180875,Europe,Slovenia,H,1707721.4,972247.22
645948302,Europe,Bulgaria,L,1420824.96,907361.28
138867890,Sub-Saharan Africa,Guinea-Bissau,L,606815,345474.5
670613467,Sub-Saharan Africa,Lesotho,L,392980.9,263284.78
452171361,Asia,Sri Lanka,L,2802014.8,1687681.97
464840400,Australia and Oceania,East Timor,H,832934.22,531924.96
410231912,Europe,Belarus,M,3738302.38,2811208.76
960269725,Sub-Saharan Africa,Benin,H,1690091.34,1460948.14
607190167,Europe,Ireland,L,470656.55,315325.01
613542068,Middle East and North Africa,Iran,H,4044659.43,3496283.03
962186753,Sub-Saharan Africa,Benin,C,866746.19,651794.38
806298053,Sub-Saharan Africa,South Sudan,L,17366.7,11635.14
719362294,Sub-Saharan Africa,Comoros,L,338689.12,234840.48
445178306,Europe,Poland,H,1789002.24,1117215.36
247857415,Europe,Bosnia and Herzegovina,C,2348638.4,1414608.76
461823451,Sub-Saharan Africa,Namibia,C,412418.62,243419.61
141812741,Europe,Spain,C,2862719.16,2307724.16
212874114,Middle East and North Africa,Iran,C,1280858.04,1107198.84
320368897,Central America and the Caribbean,Guatemala,C,2038938.51,1643649.76
179970920,Australia and Oceania,East Timor,C,296515.05,198655.71
927666509,Middle East and North Africa,Bahrain,H,4002937.3,3010214.6
169754493,Sub-Saharan Africa,Ethiopia,L,1941908.22,1565430.72
532846200,Australia and Oceania,Solomon Islands,M,807982.78,560239.62
213865458,Central America and the Caribbean,Belize,C,976054.26,623323.68
630048596,Asia,Sri Lanka,C,2758525.56,2223730.56
568944442,Central America and the Caribbean,Costa Rica,H,235826.24,77342.72
238414323,Sub-Saharan Africa,Nigeria,L,242771.28,151608.42
816632068,Middle East and North Africa,Iran,L,5490351.51,4425937.76
402084004,Sub-Saharan Africa,Djibouti,C,1135230.16,708940.74
763568961,Asia,South Korea,L,897017.82,572849.76
590198266,Central America and the Caribbean,Dominica,L,249773.46,159509.28
441395747,Asia,Vietnam,L,1169525.7,746877.6
496897733,Europe,Norway,H,158229.28,109713.12
106753051,Central America and the Caribbean,Haiti,C,448639.75,300574.45
941323029,Central America and the Caribbean,Jamaica,L,67717.14,50225.36
241281497,Sub-Saharan Africa,Sudan,M,1450012.72,855833.16
267614781,Sub-Saharan Africa,Angola,L,850530.24,735215.04
651621711,Central America and the Caribbean,Panama,M,3585040,2159306
644913613,Europe,Greece,M,255324.52,177037.08
469414317,Sub-Saharan Africa,Madagascar,H,1847803.1,1051999.13
867360150,Sub-Saharan Africa,Guinea-Bissau,L,1092581.44,358328.32
851299941,North America,Greenland,L,811404,266112
854095017,Middle East and North Africa,Libya,H,215897.5,144644.5
478919208,Europe,Belarus,C,260515.46,153762.63
749258840,Middle East and North Africa,Lebanon,H,130698.88,42864.64
958912742,Sub-Saharan Africa,Djibouti,H,623904.32,389622.48
921992242,Central America and the Caribbean,Barbados,C,559687.04,388076.16
522921168,Sub-Saharan Africa,Guinea-Bissau,L,438916.94,259059.57
166435849,Europe,Finland,C,75273.33,52193.07
327585113,Central America and the Caribbean,Haiti,L,2187494.32,1366069.98
201730287,Sub-Saharan Africa,Niger,M,582462.4,191027.2
854545199,Central America and the Caribbean,Trinidad and Tobago,L,72484.77,53761.48
272016179,Central America and the Caribbean,Grenada,M,366722.51,254278.29
110442054,Central America and the Caribbean,Dominican Republic,H,228944.1,130343.43
746434152,Europe,Monaco,C,3547177.16,2667482.32
826916301,Europe,Estonia,L,271761.84,160400.52
419124829,Europe,Italy,H,341924.7,229078.74
560608565,Asia,Malaysia,C,3508068.27,2827959.52
109228837,Sub-Saharan Africa,Ghana,L,1364284.95,1099791.2
693159472,Middle East and North Africa,Pakistan,C,15954.88,5232.64
860886800,Asia,Sri Lanka,L,669826.2,427761.6
131209647,Europe,Romania,C,62557.65,46398.6
343239343,Middle East and North Africa,Qatar,H,653814.84,527059.84
706399714,Sub-Saharan Africa,Cote d'Ivoire,H,899155.84,294891.52
950427091,Middle East and North Africa,Egypt,M,880435.92,709745.92
875370299,Middle East and North Africa,Iran,H,57827.82,36929.76
801590669,Middle East and North Africa,Somalia,C,802880.16,263316.48
219762027,Middle East and North Africa,Syria,C,108047.06,74917.74
940870702,Australia and Oceania,Solomon Islands,C,700202.8,398642.44
346215522,Central America and the Caribbean,Guatemala,M,16056.93,11909.32
837407815,Middle East and North Africa,Kuwait,C,703326.08,230666.24
386371409,Middle East and North Africa,Jordan,L,2000180.49,1728995.29
185342633,Australia and Oceania,Marshall Islands,H,278009.55,186257.61
596870315,Middle East and North Africa,Egypt,C,922346.1,589024.8
703815782,Europe,Switzerland,C,1512475.65,1307413.65
559352862,Australia and Oceania,Samoa ,C,310328.81,215175.99
736967885,Europe,Portugal,C,1761478.8,1060956.57
980459678,Europe,Albania,C,946474.08,310410.24
653939568,Central America and the Caribbean,Dominica,C,632416.3,373267.65
991831386,Australia and Oceania,Tuvalu,H,1662671.6,1001443.99
148871457,Australia and Oceania,Marshall Islands,L,663793.9,377913.97
850108611,Europe,Bulgaria,H,45567.72,33797.28
940904176,Sub-Saharan Africa,Niger,M,2154853.89,1737092.64
136931979,Central America and the Caribbean,Saint Vincent and the Grenadines,H,45584.7,36747.2
474178349,Sub-Saharan Africa,Malawi,L,415946.7,278671.14
458942115,Sub-Saharan Africa,Cape Verde,L,2043.25,1416.75
917834603,Central America and the Caribbean,Saint Vincent and the Grenadines,C,308899.5,206952.9
947779643,Europe,Greece,H,646729.49,448429.71
166013562,Europe,Monaco,L,650980.96,213498.88
960085189,Sub-Saharan Africa,Nigeria,L,445887.65,298730.63
837855851,Europe,Norway,C,3943544,2375236.6
977499377,North America,Greenland,L,403268.94,257533.92
377502095,Middle East and North Africa,Tunisia ,L,5409.3,3624.06
806662833,Asia,Uzbekistan,H,3507171.57,3031667.97
954092919,Central America and the Caribbean,Saint Kitts and Nevis ,H,947777.12,559401.36
479216182,Central America and the Caribbean,Belize,L,4038331.08,3490812.68
461768949,Sub-Saharan Africa,Angola,H,535168.04,371075.16
251800048,Asia,Bhutan,C,879640.65,760378.65
619670808,Central America and the Caribbean,Honduras,L,262925.41,182307.39
606055057,Sub-Saharan Africa,South Sudan,H,2682435.78,2017195.56
671939122,Asia,Kyrgyzstan,L,146275.44,91347.66
448621833,Sub-Saharan Africa,Sao Tome and Principe,M,2634130,1586563.25
987714517,Sub-Saharan Africa,Madagascar,M,51594.9,38267.6
711141002,Sub-Saharan Africa,Senegal,H,855385.6,643251.2
361137616,Sub-Saharan Africa,Sierra Leone,C,4884726.21,3937724.96
750253188,Asia,Malaysia,H,3639398.42,2736832.84
511349046,Central America and the Caribbean,Cuba,C,5470815.21,4410188.96
147599017,Sub-Saharan Africa,Zimbabwe,L,546283.32,378782.28
682489430,Europe,Serbia,H,125457.8,84052.76
509819114,Asia,Maldives,M,871979.6,514663.8
343699395,Europe,Ireland,M,4652244.24,3750314.24
968554103,Europe,Romania,L,605083.36,198446.08
989119565,Europe,Croatia,M,62396.75,41803.85
880444610,Europe,Albania,M,305038.8,180041.4
737890565,Central America and the Caribbean,Dominican Republic,L,1089358.26,642966.03
727131259,Sub-Saharan Africa,Zimbabwe,M,485751.18,286702.29
634153020,Sub-Saharan Africa,Ghana,L,5747579.46,4633296.96
315254676,Asia,Laos,H,461166.55,308967.01
147047555,Central America and the Caribbean,Panama,M,285564.62,198004.98
576455485,Sub-Saharan Africa,Angola,L,3236431.61,2433801.22
770714795,Middle East and North Africa,Syria,L,74764.2,47745.6
867374312,Sub-Saharan Africa,Sierra Leone,H,1831430.8,1103089.37
624295365,Sub-Saharan Africa,Uganda,L,16112.91,11950.84
769651782,Asia,Taiwan,M,647046.88,212208.64
751929891,Middle East and North Africa,Azerbaijan,C,249423.14,147215.67
989928519,Asia,Maldives,H,457149.42,368521.92
622758996,Sub-Saharan Africa,Mauritania,H,2987403.09,2582369.89
659845149,Sub-Saharan Africa,Burundi,H,433465.44,270695.16
830923306,Sub-Saharan Africa,Zambia,H,1921237.28,1199794.92
936042296,Asia,Singapore,L,216893.95,145312.09
395563447,Sub-Saharan Africa,Ghana,L,3253806.63,2446867.26
500160586,Sub-Saharan Africa,Guinea,M,3158690.43,2730434.03
360820043,Sub-Saharan Africa,Zambia,L,32878.92,24386.08
958840644,Europe,Georgia,C,169211.22,108060.96
195833718,Middle East and North Africa,Bahrain,M,103133.12,64405.68
543723094,Sub-Saharan Africa,Lesotho,M,702959.73,487418.67
494745099,Central America and the Caribbean,Barbados,H,2152772.8,1296636.92
411448562,Middle East and North Africa,Saudi Arabia,H,867049.68,511754.04
276694810,Europe,Macedonia,H,735406.54,509916.66
143657672,Asia,Turkmenistan,M,229225.92,184785.92
585823476,Europe,Albania,L,1797171.2,1122316.8
446991050,Middle East and North Africa,Afghanistan,C,375923.2,123289.6
891271722,Australia and Oceania,Kiribati,M,651636.64,213713.92
453089320,Middle East and North Africa,Morocco,C,3520771.6,2120596.49
887180173,Europe,Norway,L,1323116.24,826273.86
418593108,Europe,Sweden,L,4309917.6,2595907.14
492689454,Asia,Tajikistan,M,540480.49,374758.71
825143039,Europe,Netherlands,M,,
751940190,Europe,Spain,L,,
579379737,Sub-Saharan Africa,Chad,H,49524.32,30927.48
234073007,Europe,Ireland,C,2640609.51,2282594.71
612943828,Middle East and North Africa,Pakistan,C,1077507.06,931418.26
433228528,Sub-Saharan Africa,Mozambique,C,7501.32,5563.68
282475936,Middle East and North Africa,Bahrain,L,91079.46,67553.04
368547379,Asia,Tajikistan,M,90284.46,78043.66
969616687,Australia and Oceania,New Zealand,H,4210462.2,3639606.2
184170186,Sub-Saharan Africa,Niger,L,2273523.68,1419794.52
681006705,Europe,Armenia,C,36125.76,26794.24
249237573,Sub-Saharan Africa,Gabon,L,967766.48,604361.22
348286616,Asia,Kyrgyzstan,H,709292.24,418641.72
257890164,Australia and Oceania,Fiji,L,468264.8,153574.4
228097045,Europe,Romania,H,3427210.8,2064243.87
129268586,Sub-Saharan Africa,Botswana,C,473521.4,269587.22
802078616,Australia and Oceania,Fiji,M,761165.2,458457.53
907513463,Europe,Vatican City,C,246535.68,80855.04
976871955,Asia,Thailand,L,1074568.5,634236.75
261765420,Europe,Belarus,C,218042,124136.6
784117686,Australia and Oceania,Solomon Islands,L,1032664.18,609503.79
586165082,Asia,China,M,3553561.6,2140346.24
480456435,Sub-Saharan Africa,Angola,C,1005654.78,642227.04
899853074,Asia,Cambodia,L,1105843.2,629583.36
547528827,Central America and the Caribbean,Guatemala,L,1225854.56,765534.84
446970021,Sub-Saharan Africa,Namibia,L,1111851.02,656241.81
791975486,Europe,Serbia,H,94947.45,63611.79
496656548,Middle East and North Africa,Turkey,M,86889.84,51284.52
345437037,Middle East and North Africa,Pakistan,C,208135.06,122846.43
743053281,Europe,Georgia,H,744571.98,439464.69
364554107,Australia and Oceania,Vanuatu,L,1299371.28,829799.04
205300843,Europe,Luxembourg,H,846856.4,510070.21
430967319,Middle East and North Africa,Saudi Arabia,M,1109996.47,834718.94
827539861,Australia and Oceania,Vanuatu,H,2653266.21,2293535.41
351317298,Central America and the Caribbean,Haiti,H,221241,141288
278910958,Sub-Saharan Africa,Tanzania,C,3211037.35,2414704.7
157244670,Asia,North Korea,C,457748.4,275706.51
953554761,Middle East and North Africa,Bahrain,L,327357.55,219319.21
105390059,Sub-Saharan Africa,Cote d'Ivoire,L,1257855.5,716127.65
970611894,Asia,Singapore,L,1959967.6,1180508.39
677394092,Asia,Malaysia,M,1230449.6,768404.4
474222981,Europe,Albania,L,503667.44,314535.66
779897391,Sub-Saharan Africa,Gabon,L,1193785.92,762370.56
733528649,Europe,Poland,L,958660.14,612215.52
444540584,Sub-Saharan Africa,Chad,H,5399833.32,4352968.32
542669522,Sub-Saharan Africa,Republic of the Congo,H,745945.28,244643.84
827964293,Asia,Philippines,L,17615.04,13064.96
720786225,Europe,France,M,841631.28,537479.04
611809146,Europe,Germany,H,4528865.79,3405713.58
512019383,Sub-Saharan Africa,Uganda,M,553230.37,383599.23
502715766,Middle East and North Africa,Bahrain,C,295944.33,205202.07
285509622,Middle East and North Africa,Jordan,M,4882121.37,3935625.12
532324779,Europe,Montenegro,L,265055.7,177578.94
635397565,Middle East and North Africa,Tunisia ,H,581427.22,403150.38
957276809,Europe,Germany,M,1714509.5,976111.85
580823838,Europe,Italy,L,1149842.88,734307.84
459212481,Europe,France,H,21489.93,17323.68
265929067,Middle East and North Africa,Algeria,L,810514,506158.5
644772422,Asia,Myanmar,H,63725.35,42693.97
959853875,Europe,France,C,145894.82,86110.71
645597255,Europe,Spain,C,836391.74,493658.97
556738889,Asia,Cambodia,C,67393.92,42086.88
718327605,Sub-Saharan Africa,The Gambia,M,1225701.36,723439.08
775724732,Europe,Russia,L,776306.48,484796.22
444604098,Europe,Belarus,H,1809424.64,1129968.96
860952031,Middle East and North Africa,Turkey,C,175232.85,117400.47
531067359,Sub-Saharan Africa,Kenya,C,1471552.32,1272038.72
281561410,Middle East and North Africa,Iran,M,3992947.6,2404992.89
109358012,Asia,Vietnam,L,26235.33,18191.07
531693494,Europe,Albania,L,416373.75,278957.25
336116683,Central America and the Caribbean,Antigua and Barbuda ,C,355269.28,116515.84
630488908,Sub-Saharan Africa,Senegal,M,932643.8,530976.74
792983996,Europe,Netherlands,L,4114.53,3051.72
722088277,Europe,Russia,C,7669.26,5688.24
386600577,Europe,Slovakia,H,1117920.4,673334.81
275632226,Australia and Oceania,East Timor,L,216182.2,144835.24
948607051,Central America and the Caribbean,Haiti,H,425359.66,251057.73
785261380,Middle East and North Africa,Yemen,H,1058737.9,602765.17
935644042,Australia and Oceania,Tuvalu,C,1382098.3,786862.09
370116364,Sub-Saharan Africa,Liberia,M,688440.96,439649.28
829352176,Asia,North Korea,C,123085.3,82463.26
974337804,Asia,North Korea,M,4719991.01,3549440.02
436372077,Europe,Romania,H,701683.5,527667
267066323,,,M,1998375.5,1137723.65
688344371,Middle East and North Africa,Bahrain,M,48991.83,36336.92
642442548,Middle East and North Africa,Somalia,M,822373.2,495323.73
941909682,Europe,Cyprus,C,177107.7,100831.71
219607102,Europe,United Kingdom,C,259883.65,174113.83
778708636,Europe,Germany,H,494057.85,342570.15
942700612,Middle East and North Africa,Somalia,M,233216.75,156247.85
905381858,Australia and Oceania,New Zealand,H,979683.82,736723.64
480863702,Middle East and North Africa,Kuwait,C,2999637.9,2592945.9
453569972,Asia,Japan,L,126350.8,76102.37
328236997,Europe,Norway,H,376793.28,235303.92
579913604,Sub-Saharan Africa,Lesotho,C,668306.21,463390.59
403961122,Europe,Belgium,H,4340521.6,2614340.24
866053378,Central America and the Caribbean,Honduras,L,1440574,867672.35
852176702,Europe,Austria,C,4596361.06,3456470.12
218629920,Middle East and North Africa,Oman,M,1610050.96,1005461.94
242024362,Middle East and North Africa,Oman,C,2359297.76,1473359.64
469283854,Europe,Spain,M,57370.08,36637.44
967644727,Middle East and North Africa,Afghanistan,C,60019.89,44516.36
974655807,Central America and the Caribbean,Saint Vincent and the Grenadines,L,510212.4,307306.11
248178422,Europe,Iceland,M,56231.9,33189.45
416386401,Asia,Myanmar,L,1054386.64,622324.92
927766072,Europe,Netherlands,L,832018.74,531340.32
401116263,Europe,Slovakia,M,1243418.26,733896.03
675548303,Middle East and North Africa,Bahrain,H,80331.3,59581.2
960486018,Sub-Saharan Africa,Lesotho,L,2045303.36,1277273.04
985665738,Central America and the Caribbean,Cuba,L,1010840,331520
551136291,Middle East and North Africa,Afghanistan,C,254731.68,83543.04
877259004,Australia and Oceania,Vanuatu,L,1910747.3,1087834.79
554707705,Asia,Bhutan,M,436160.4,292213.68
494468724,Australia and Oceania,Palau,L,645692.3,367608.29
777840888,Asia,Indonesia,H,756738.07,524707.53
206435525,Europe,Andorra,C,1969229.92,1229765.88
352176463,Middle East and North Africa,Algeria,C,3709292.16,2990172.16
607300031,Australia and Oceania,Vanuatu,C,1061958.8,639628.57
434355056,North America,Mexico,H,1064007.04,664462.56
716202867,Europe,Macedonia,M,85826.67,63657.08
606017291,Central America and the Caribbean,Panama,H,231949.74,160829.46
677284657,Asia,Nepal,H,501085.2,285279.96
673803794,Asia,Nepal,C,22121.43,16407.32
859686028,Sub-Saharan Africa,Mauritius ,C,1862613.5,1060431.05
669355189,Sub-Saharan Africa,Sao Tome and Principe,H,648030.4,212531.2
957547605,Central America and the Caribbean,Saint Vincent and the Grenadines,L,79025.1,58612.4
849312102,Asia,Maldives,M,750281.4,520230.6
890010011,Sub-Saharan Africa,Swaziland,H,212089.35,147058.65
795315158,Middle East and North Africa,Morocco,H,58418.8,33259.24
801213872,Asia,Maldives,M,638632.32,209448.96
314004981,Sub-Saharan Africa,Zimbabwe,C,92432.31,68556.44
